gene_name	C1	C2	C3	M1	M2	M3	FatBodyHet_1	FatBodyHet_2	FatBodyHet_3	FatBodyMut_1	FatBodyMut_2	FatBodyMut_3
lncRNA:CR45904	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45905	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45900	0	0	0	0	0	0	0	0	0	0	0	0
ftz	0	0	0	0	1	0	0	0	0	0	0	0
lncRNA:CR44931	1	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45559	4	10	3	4	8	5	0	0	0	0	0	0
lncRNA:CR44932	4	8	8	3	2	4	2	8	4	3	1	0
Antp	263	246	226	145	288	183	324	344	382	164	124	144
lncRNA:CR43252	0	3	0	0	2	0	1	1	2	2	0	0
lncRNA:CR45899	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44933	0	0	0	1	0	0	0	0	0	0	0	0
Sodh-1	2310	3035	2757	232	286	250	14149	7193	6686	48	73	58
CG1979	154	142	135	19	2	26	143	209	119	0	0	0
dj	0	0	0	0	0	0	0	0	0	0	0	0
djl	0	0	0	0	0	0	0	0	0	0	0	0
CG1988	0	0	0	0	0	0	0	1	0	0	0	0
CG1105	868	864	962	713	1018	740	697	662	690	457	431	464
CG1965	271	262	274	222	471	332	221	189	199	179	205	203
Ufl1	699	737	744	620	1213	792	734	756	737	604	720	856
asRNA:CR45908	0	0	1	0	0	2	0	0	0	0	0	1
CG1943	632	761	677	734	1219	599	75	92	207	708	507	839
Ref1	951	1109	933	1118	1869	1311	1223	1244	1108	1355	1990	2349
Dpck	108	128	125	193	262	165	94	72	79	154	183	218
Tailor	709	684	676	656	1084	741	730	779	701	696	767	846
asRNA:CR45907	1	9	8	16	16	8	11	1	6	0	9	16
alphaTub84B	28985	30107	31076	33175	54844	37185	14509	14769	13221	12460	16139	20563
lncRNA:CR43685	63	95	77	70	134	91	78	67	74	41	80	63
e(y)2b	8	1	2	3	11	3	0	0	2	1	0	2
Alh	331	440	354	285	557	343	113	119	142	141	118	103
lncRNA:CR45906	0	0	0	0	0	0	0	0	0	0	0	0
Mlp84B	7523	6663	7110	6994	13286	10133	10	7	17	11	24	14
CG10098	225	194	257	219	420	254	31	45	26	32	50	58
CG10068	306	320	328	317	443	304	401	391	387	310	351	470
CR42875	16	12	19	4	17	7	10	9	7	7	1	8
CG31248	296	309	320	255	402	285	465	503	414	265	201	295
tRNA:Gly-TCC-1-1	0	0	1	0	0	0	0	0	0	0	0	0
tRNA:Gly-TCC-1-2	0	0	0	0	0	0	0	0	0	0	0	0
CG31493	0	0	1	0	0	0	0	0	0	2	0	0
Fer1	8	11	7	14	16	19	0	0	0	0	0	0
asRNA:CR42738	0	0	0	0	0	0	0	0	0	0	0	0
CG14610	0	6	2	2	0	0	0	0	0	0	0	0
CG2656	104	110	117	126	197	142	172	114	124	144	165	137
gfzf	438	413	369	277	601	451	236	205	227	122	172	264
Sas-4	44	63	45	54	98	54	23	16	42	17	15	29
MAGE	46	60	42	53	79	50	41	50	60	34	50	51
asRNA:CR45909	5	0	0	0	0	2	0	0	0	0	0	0
sas	1084	1245	1055	724	1644	998	3	7	15	5	19	17
CG10055	318	293	261	237	485	305	324	331	290	296	378	438
lap	782	809	730	594	1248	775	462	511	609	442	481	475
CG14609	0	1	0	1	6	2	0	2	0	0	0	0
CG1288	0	0	0	0	0	0	0	0	0	0	0	0
CG14606	277	254	219	232	303	239	0	1	0	0	0	0
CG14605	0	0	1	0	1	1	0	0	0	0	0	0
thw	831	1086	981	987	1866	1216	1	2	10	0	6	2
CG14607	0	0	0	0	0	0	0	0	2	0	0	0
CG1234	417	478	450	380	812	622	714	801	716	558	671	827
CG10053	43	66	51	92	141	94	50	41	38	54	76	86
CG1227	211	254	231	209	388	231	331	290	283	258	287	336
CG10050	123	131	120	108	191	156	172	171	194	126	182	184
Obp84a	0	0	0	0	0	0	0	0	0	0	0	1
Gld	378	534	463	257	446	240	0	0	2	0	0	4
lncRNA:CR44338	0	0	0	0	0	0	0	0	0	0	0	0
Syt4	130	164	118	116	228	172	0	0	0	2	0	0
CR10032	0	0	0	0	0	0	0	0	0	0	0	0
rn	4	10	12	1	5	3	0	0	1	3	0	0
lncRNA:CR44333	0	0	0	0	0	0	0	0	0	0	0	0
RacGAP84C	0	0	2	0	0	0	0	0	2	0	0	0
CG42544	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44334	0	0	0	1	0	0	0	0	0	0	0	0
lncRNA:CR46130	0	0	0	0	0	0	0	0	0	0	0	0
CG10029	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR46299	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR46224	0	0	0	0	0	0	0	0	0	0	0	0
CG44335	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:TS14	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44337	0	0	0	0	0	0	0	0	0	0	0	0
CG31496	130	209	166	180	297	132	5	3	0	0	0	25
nxf4	0	0	0	0	0	0	0	0	0	0	0	0
CG43290	0	0	0	0	0	0	0	0	0	0	0	7
CG17944	0	0	0	0	0	0	0	0	0	0	0	0
Mst84Dd	0	0	0	0	0	0	0	0	0	0	0	0
Mst84Dc	0	0	1	0	0	0	0	0	0	0	0	0
Mst84Db	0	0	0	0	0	0	0	0	0	0	0	0
Mst84Da	0	0	0	0	0	0	0	0	0	0	0	0
MstProx	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45560	0	0	0	0	0	0	0	0	0	0	0	0
CG42650	0	0	0	0	0	0	0	0	0	0	0	0
Ir84a	0	0	0	0	0	0	0	0	0	0	0	0
CR46300	0	0	0	0	0	0	0	0	0	0	0	0
wa-cup	0	0	0	0	0	0	0	0	0	0	0	0
CG14598	334	272	383	296	568	364	0	0	4	0	0	6
tRNA:Val-CAC-2-1	0	0	0	0	0	0	0	0	0	0	0	0
mir-4950	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Val-CAC-2-2	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44934	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Val-CAC-2-3	0	0	0	0	0	0	0	0	0	0	0	0
CG1142	285	299	280	289	497	340	382	414	292	305	377	436
scaRNA:MeU5-C46	1	5	3	4	3	5	1	0	3	6	2	2
snRNA:7SK	2	2	2	5	7	2	3	2	6	13	7	4
tRNA:Val-CAC-2-4	0	0	0	0	0	0	0	0	0	0	0	0
alpha-Est10	438	430	448	329	756	418	361	277	323	383	303	294
CG42656	8	10	20	10	16	6	0	0	0	0	0	0
alpha-Est9	384	426	428	406	662	632	725	651	836	520	508	632
Mics1	2	1	0	0	1	2	1	0	0	2	0	1
alpha-Est8	471	552	534	187	354	350	2480	1044	1272	185	328	270
Ubc84D	1	6	4	4	2	2	8	4	5	5	1	1
alpha-Est7	2677	2796	2422	2803	4627	2955	8374	5560	8422	11200	11299	8638
alpha-Est6	5	3	2	2	9	7	0	0	0	2	0	0
alpha-Est4aPsi	152	191	130	107	183	128	0	2	0	0	0	0
Rtnl2	0	1	2	1	3	0	0	0	0	0	5	2
alphaTub84D	1362	1450	1359	1327	2302	1635	1550	1940	1493	1628	1667	1913
alpha-Est5	1117	1015	1091	1185	1788	1147	1143	1190	761	877	1050	1168
alpha-Est4	615	460	626	691	878	502	111	104	75	42	55	72
asRNA:CR46128	9	7	13	6	23	13	5	2	0	4	0	3
alpha-Est3	424	396	375	659	863	538	24	37	62	60	111	105
alpha-Est2	647	570	603	562	835	408	1372	1095	1194	1515	1456	1548
asRNA:CR46129	1	1	0	0	0	1	1	2	1	1	0	0
alpha-Est1	618	604	618	799	1174	736	1758	1273	1523	1180	1425	1488
CG45545	0	0	0	0	0	0	0	0	0	0	0	0
Nlg3	30	49	17	21	34	36	0	0	0	0	0	0
lncRNA:CR44332	0	0	0	0	0	0	0	0	0	0	0	0
Nlg1	101	101	86	78	197	129	2	0	3	0	2	0
lncRNA:CR44260	0	0	0	0	0	0	0	0	0	0	0	0
CG2616	0	0	0	0	0	1	0	0	0	0	0	0
CG43254	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44935	0	0	0	0	0	0	0	0	0	0	0	0
pyd3	958	1009	1102	1239	1922	1331	926	587	1062	940	1287	697
CG10919	0	0	0	1	0	0	0	0	0	0	0	0
Sp7	218	289	266	262	396	321	982	873	1111	1058	1091	1147
CG11286	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR46225	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR46226	0	0	0	0	0	0	0	0	0	0	0	0
CG18747	208	193	174	224	387	199	6	4	15	6	8	15
CG18745	146	117	119	135	196	105	0	0	0	0	0	0
CG18748	66	57	93	139	212	129	0	0	0	0	0	0
CG18746	29	39	56	44	98	46	0	0	0	0	0	0
CG10086	273	362	372	422	561	377	0	0	0	0	0	0
CG2641	143	140	133	90	140	79	116	108	152	78	60	90
CG18744	58	79	54	39	63	43	0	1	0	0	0	0
CG3014	10	17	10	20	27	27	0	0	0	0	0	0
CG18268	26	15	13	19	44	21	0	0	0	0	0	0
CG2993	66	97	54	54	124	92	1	0	0	3	1	0
sgll	330	337	311	316	550	351	351	353	331	388	431	541
CG31473	3	6	5	3	14	7	8	4	7	2	11	10
CG34384	58	87	55	33	85	67	0	0	1	0	0	0
CG17816	243	346	235	174	436	345	15	20	26	111	54	75
lncRNA:CR46127	0	0	0	0	0	0	0	0	0	0	0	0
ArgRS-m	228	214	181	197	319	198	177	168	196	211	297	281
mRpS9	1298	1319	1186	1293	1849	1331	1330	1480	1166	1492	1643	1889
wtrw	231	239	215	206	302	236	4	2	12	2	0	7
EMC1	1999	2174	2070	1878	3629	2406	2825	2767	2640	2689	2769	3278
Taf7	107	97	98	86	170	107	90	68	59	48	73	83
Prat	302	315	320	291	621	376	605	656	406	463	470	573
CG2846	518	511	485	497	845	485	787	739	675	494	778	866
CG2678	38	39	28	35	63	44	114	101	134	136	116	131
CG10445	14	21	20	35	47	35	5	12	17	17	8	10
lds	181	232	185	146	308	200	118	118	145	77	49	85
scaRNA:MeU2-C41	0	1	3	0	0	0	0	0	0	0	0	0
dsx	25	21	27	16	53	19	11	29	102	58	13	69
CD98hc	1958	2195	2053	1605	2787	1910	5223	5314	4206	3370	3738	4385
Os-C	0	0	0	3	2	0	0	0	0	0	0	0
Sfp84E	0	0	0	0	0	0	0	0	0	0	0	0
ELOVL	1273	1146	1450	1053	1713	999	5	4	9	3	0	5
lncRNA:CR46143	4	0	1	0	0	0	0	0	0	0	0	0
lncRNA:CR46142	0	0	0	0	0	1	0	0	0	0	0	0
PIG-H	96	130	117	136	222	161	49	41	51	35	62	77
Kmn2	29	46	28	39	57	34	44	35	29	9	25	40
CG2698	702	656	710	764	1286	952	595	582	679	776	726	783
CG2767	999	973	1053	741	1331	760	482	338	487	509	607	760
CG11052	1	1	1	0	0	0	0	0	0	0	0	0
CG3223	154	143	135	146	246	181	144	109	124	123	165	177
CG10435	152	155	142	162	272	178	126	185	139	186	174	205
Pbp95	16	36	41	30	69	31	11	23	15	24	33	32
CG2747	1138	1137	1094	802	1923	1200	757	817	779	824	891	1075
ImpE3	246	296	435	348	537	263	2	1	4	0	1	2
CG10903	248	294	275	284	468	325	439	467	368	324	402	427
CG11035	111	109	103	149	218	132	112	118	66	129	138	176
unc-45	707	623	720	556	1030	698	144	106	117	179	171	220
lncRNA:CR44936	2	0	0	0	0	0	1	0	0	0	0	0
CG43060	0	0	0	0	0	0	1	0	0	0	0	0
CG43618	0	0	0	0	0	0	0	0	0	0	0	0
CG43061	0	0	0	0	0	0	0	0	0	0	0	0
mAChR-B	10	15	14	13	19	26	0	0	0	0	0	0
snoRNA:Me18S-G423	0	0	0	0	0	0	0	0	0	0	0	0
CG7910	87	50	88	74	152	111	1	0	1	0	5	6
lncRNA:CR44330	1	1	0	0	2	0	0	0	2	0	0	0
CG7900	408	428	411	531	686	514	496	401	569	428	296	219
puc	235	283	216	233	460	357	55	71	56	85	77	120
lncRNA:CR44331	6	6	7	9	4	4	0	0	1	0	0	0
CG7878	365	293	321	447	790	535	231	181	314	352	351	395
CG9667	192	210	185	235	279	198	197	202	135	189	253	237
Arl8	294	373	325	324	536	381	406	378	433	233	318	360
tRNA:Asn-GTT-1-10	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Arg-ACG-1-6	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Arg-ACG-1-7	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Arg-ACG-1-8	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Arg-ACG-1-9	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Arg-ACG-1-10	0	0	0	0	0	0	0	0	0	0	0	0
grn	172	153	141	151	345	163	0	0	0	0	0	1
lncRNA:CR43302	0	0	0	3	1	0	0	0	0	0	0	0
lncRNA:CR43303	0	0	0	0	0	0	0	0	0	0	0	0
CheA84a	0	0	0	0	2	0	0	0	0	0	0	0
CG7800	277	384	336	224	352	220	745	911	742	541	483	656
CG18249	13	11	23	24	36	14	53	51	81	17	62	79
lncRNA:CR45551	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45550	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR45549	1	4	2	4	3	0	2	0	0	0	7	5
DNApol-iota	112	103	111	109	167	111	69	53	47	98	57	92
Ada2b	221	235	234	245	386	262	135	137	175	168	204	179
CG9636	145	146	161	121	295	150	60	50	79	70	68	76
CG18749	0	0	0	0	0	0	0	0	0	0	0	0
CG33722	4	1	3	3	8	7	8	4	2	0	8	4
CG15864	10	13	8	12	10	11	0	2	2	8	4	7
mtg	226	256	174	53	109	70	4	5	29	2	1	4
CR18228	73	94	71	55	96	39	91	77	108	8	8	32
RpA-70	596	582	542	557	1034	663	499	614	623	820	1135	984
Mcm2	219	254	259	275	431	330	215	273	340	386	346	312
CG9630	225	230	215	202	375	280	339	371	317	233	268	311
ato	0	0	2	3	2	0	0	0	0	0	0	0
lncRNA:CR44318	13	8	6	14	21	13	1	1	3	5	6	6
Nazo	22	22	21	16	34	17	0	3	0	0	3	3
CG11672	304	413	442	630	913	593	0	0	0	0	0	1
CG31464	36	86	56	95	153	74	0	2	2	0	0	0
CG31463	458	377	445	558	725	367	0	0	0	0	0	0
CG9626	160	169	193	152	306	234	0	3	11	12	0	2
mRpL1	700	622	625	772	1184	808	967	1097	802	911	913	1051
nac	124	114	118	151	233	107	83	100	92	141	151	106
Sgt1	468	467	541	512	804	497	395	301	341	274	412	457
tex	86	107	102	139	181	121	92	87	82	48	101	78
mir-4918	0	0	0	0	0	0	0	0	0	0	0	0
CG11693	0	0	0	0	0	0	0	0	0	0	0	0
CG11694	0	0	0	0	0	0	0	0	0	0	0	0
CG11698	0	0	0	0	0	0	0	0	0	0	0	0
CG7483	737	804	805	782	1331	913	578	665	633	533	595	773
Coq2	174	155	175	190	306	214	154	169	154	200	208	172
lncRNA:CR45215	14	11	12	11	17	11	0	0	0	0	0	0
Ctr1B	153	218	164	145	227	194	36	48	36	20	19	29
Poxm	17	15	13	18	22	18	0	3	0	0	0	0
Or85a	0	0	0	0	0	0	0	0	0	0	0	0
CG7443	0	0	3	1	2	5	0	0	0	0	0	0
COX7A	4808	4767	4681	6129	8529	5652	5855	5920	4437	6212	7406	8190
Arl2	162	127	117	139	247	160	102	79	95	73	77	144
CG9601	140	160	138	186	262	180	121	127	134	117	139	153
COX7AL	0	0	2	0	1	0	2	0	0	0	0	0
DppIII	3228	3391	3292	3670	6324	4035	3044	2908	3150	3369	4255	4837
CG7352	18	5	6	15	14	14	0	1	8	21	26	21
mir-9380	0	0	0	0	0	1	0	0	0	0	0	0
Atg13	231	262	254	183	316	204	152	208	255	145	120	123
stck	912	852	868	1084	1621	1035	323	316	299	527	545	596
CG9684	369	349	328	281	526	334	258	269	311	363	374	464
CG7963	1	0	0	0	0	2	0	0	0	0	0	0
CG45263	68	105	62	36	122	86	1	1	15	0	0	1
lncRNA:CR46126	0	0	0	0	0	1	0	0	0	0	0	0
Obp85a	0	2	1	0	1	0	0	0	0	0	0	0
lncRNA:CR46125	0	0	0	0	0	0	0	0	0	0	0	0
Or85b	0	0	0	0	0	1	0	0	0	0	0	1
Or85c	0	0	0	0	1	0	0	0	0	0	0	1
lncRNA:CR46228	0	0	0	0	0	0	0	0	0	0	0	0
CG11737	264	325	321	273	497	336	386	335	326	320	364	508
CG31454	121	89	110	90	127	97	3	4	5	4	3	1
CG31259	594	429	548	470	841	432	0	0	5	0	0	1
CG11741	4	5	5	3	7	6	0	0	0	0	0	0
lncRNA:CR45575	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45574	0	0	0	0	0	0	0	0	0	0	0	0
Or85d	0	0	0	1	1	0	0	0	0	0	0	0
pch2	63	60	70	64	124	60	13	13	39	48	29	38
mRpS18A	531	626	554	622	963	672	791	733	552	634	730	909
CG31460	89	82	87	109	184	105	44	53	77	67	101	60
asRNA:CR44291	5	6	5	2	10	9	0	0	3	0	0	2
Cenp-C	87	82	78	69	129	89	32	30	45	38	20	38
5-HT2B	12	8	10	5	24	15	0	0	0	0	0	0
lncRNA:CR46124	0	0	0	0	0	0	0	0	0	0	0	0
Or85e	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Tyr-GTA-1-4	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Tyr-GTA-1-5	0	1	0	0	0	0	0	0	0	0	0	0
Cyp313b1	107	91	99	116	121	88	2	6	2	0	16	6
Mkk4	765	772	765	633	1309	870	589	636	587	604	630	756
SLIRP2	93	75	81	81	121	78	126	65	50	79	101	87
Dhod	553	512	501	620	1081	719	630	604	502	653	800	863
CG11753	119	103	138	140	207	123	84	73	83	79	134	124
CG42489	46	29	50	83	94	62	1	2	8	8	3	1
bel	2838	2977	2854	2244	4881	3743	3999	4210	3395	3382	3656	4082
p	228	259	322	282	439	304	271	300	348	200	252	377
CG8032	273	285	312	261	561	338	190	234	213	227	206	315
CG8036	15579	14751	16715	7178	12281	6816	51848	50681	37905	41791	48133	57243
tRNA:Tyr-GTA-1-6	0	0	0	0	0	0	0	0	1	0	0	0
tRNA:Tyr-GTA-1-7	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Tyr-GTA-1-8	0	0	0	0	1	0	0	0	0	0	0	0
mRpL19	571	574	557	644	1065	778	924	1039	590	925	1136	1221
CG9773	103	130	139	183	259	149	118	118	64	139	232	217
CG8043	121	136	96	134	266	149	170	185	127	135	257	271
CG11755	56	44	61	60	119	71	80	71	77	71	57	79
CG33325	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44937	0	0	0	0	0	0	0	0	0	0	0	0
CG44227	0	0	0	0	0	0	0	0	0	0	0	0
hb	1	2	5	3	11	1	0	0	0	0	0	0
Cks85A	84	69	82	76	144	93	58	60	80	37	42	77
CG8112	106	102	78	144	205	148	86	123	77	65	69	79
TMEM216	228	252	228	147	395	323	188	248	244	226	223	267
CG11760	7	4	3	1	0	2	2	0	0	1	0	2
CG8136	6	8	2	3	12	9	4	3	6	6	2	15
nom	106	67	79	62	144	86	23	27	54	36	58	54
ouib	11	11	3	6	5	1	3	0	2	0	0	0
CG8159	23	34	45	35	58	43	18	15	31	25	23	24
ranshi	36	33	42	33	53	46	26	31	20	17	23	41
M1BP	279	307	279	323	515	325	252	274	200	381	356	439
CG8202	174	169	154	140	270	200	84	82	109	81	114	126
CG9801	90	88	62	68	160	97	1	5	8	1	5	8
CG8223	902	963	968	971	1605	1013	453	482	526	432	575	570
CG34135	0	0	0	0	0	0	0	0	0	0	0	0
CG11768	0	0	1	0	0	1	0	0	0	0	0	0
asRNA:CR44228	0	0	1	0	0	0	0	0	0	0	0	0
CG8236	0	0	0	0	0	0	0	0	0	0	0	0
CG13318	18	37	22	24	18	19	0	0	2	0	0	1
CG34301	663	711	803	800	1155	646	0	1	1	1	1	0
Pif1A	16	21	12	18	45	27	22	16	29	35	15	40
Pif1B	0	0	1	1	1	4	0	0	0	0	0	1
CG33191	0	4	1	2	8	1	0	2	4	11	9	1
CG33189	1	1	10	9	16	8	13	3	12	13	7	16
Ir85a	0	0	0	2	2	3	0	0	0	7	1	9
CCT7	2647	2781	2735	2728	4573	3286	2115	2380	1877	1665	2224	2531
CG9839	69	65	63	74	122	97	100	100	106	79	127	116
hng2	43	45	45	41	78	45	43	25	25	36	40	55
CG9837	331	343	387	764	1309	671	1809	1878	1552	4986	4494	5456
aqz	1397	1680	1319	957	1996	1312	670	599	700	617	387	580
lncRNA:CR43130	0	0	0	0	2	0	0	0	0	0	0	0
CG8369	372	436	380	480	610	412	110	101	163	55	102	57
IscU	944	1021	937	1251	1927	1290	1211	1248	1147	1178	1906	2022
CG8379	345	398	403	354	644	407	342	296	292	310	407	478
pyd	959	1057	902	560	1608	984	6	33	98	79	8	15
tRNA:Arg-TCG-2-3	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Arg-TCG-2-4	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR44020	0	0	0	0	0	0	0	0	0	0	0	0
osk	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:osk	0	0	0	0	0	0	0	0	0	0	0	0
ScsbetaA	4630	4441	4782	4809	7664	5341	2865	2644	2299	2025	2125	2595
CG11964	319	323	307	321	571	412	296	289	261	234	256	267
ich	351	380	399	124	141	97	0	1	11	0	0	0
CAHbeta	126	152	111	185	272	171	448	502	387	487	556	677
RagA-B	293	269	269	296	404	286	193	250	222	230	331	353
CG11970	242	258	212	211	361	265	229	217	212	180	246	253
E(var)3-9	129	136	126	131	214	142	88	97	108	80	122	131
CG11975	196	182	175	209	282	170	163	157	117	173	232	272
CG31100	430	393	470	480	772	435	0	3	5	29	20	38
CG11977	0	0	0	0	0	0	0	0	0	0	0	0
CG11980	1069	1268	1169	1041	1722	1155	1644	1821	1502	1149	1505	1827
Prosbeta3	1274	1224	1209	1448	2136	1375	1162	1176	994	1382	1906	1970
Iru	303	267	256	353	527	349	266	295	201	267	203	369
CG11983	11	7	3	3	12	3	4	2	7	13	0	2
Kcmf1	604	490	581	654	1133	711	432	484	398	465	557	608
Sf3b5	196	231	271	252	401	258	261	271	264	290	333	334
CG11986	84	72	72	78	146	112	27	45	48	28	75	52
tgo	262	273	223	207	386	242	76	102	94	108	87	100
neur	139	175	165	135	254	156	37	44	74	35	46	48
asRNA:CR31429	0	0	0	0	0	0	0	0	0	0	0	0
hyx	362	364	346	343	633	418	322	305	268	267	320	430
Nmdmc	217	189	176	264	373	313	13	18	38	13	24	49
Rel	596	517	503	614	944	700	392	440	471	708	562	677
Mst85C	79	95	72	115	151	82	55	77	69	82	99	138
Kdm2	278	317	290	236	564	402	115	131	141	80	85	110
beag	179	186	195	153	309	171	124	120	93	70	140	188
Ada	52	48	49	80	121	90	72	66	92	67	74	60
pum	690	859	680	457	1082	764	297	255	297	351	426	345
CG11997	0	2	0	2	2	0	0	0	0	0	0	0
lncRNA:CR45196	0	0	0	0	1	2	0	0	4	0	0	0
D1	1274	1374	1287	1092	2157	1321	1397	1493	1355	1336	1587	2020
Vps15	161	157	179	176	325	214	102	81	93	94	124	149
CG8420	1997	1630	2445	625	585	372	0	3	41	0	10	2
St2	0	4	4	0	2	0	0	0	1	14	9	14
CR16735	0	0	0	0	0	0	0	0	0	0	0	0
CG16734	88	103	134	125	190	136	122	114	106	78	132	164
CG16736	0	1	0	0	1	4	2	2	0	1	5	3
Ibf2	137	166	163	150	240	148	138	118	110	100	164	215
Ibf1	132	118	113	142	206	130	86	82	110	76	74	72
ATP6AP2	3923	4107	4028	4764	7364	4859	739	742	666	836	905	944
sage	60	72	51	51	101	56	9	1	4	6	13	19
TrpRS	925	938	968	861	1467	956	936	966	826	892	1633	1441
Vps16A	386	340	391	340	620	403	230	225	234	208	257	381
lncRNA:CR46350	12	6	12	11	18	17	12	23	20	1	15	30
CG8861	38	68	33	39	69	79	0	0	0	3	0	2
HP1e	0	0	0	0	0	0	0	0	0	0	0	0
CG12951	22	28	37	73	80	31	0	0	0	0	0	0
CG16749	1948	1459	1839	1925	2903	1665	0	0	2	2	0	1
Aduk	129	97	115	98	171	105	64	82	73	101	62	64
pasi2	180	165	136	183	307	209	23	32	29	18	28	24
lncRNA:CR43301	11	13	6	14	11	12	12	4	3	10	11	6
CG45050	1919	1879	1850	1485	3162	1923	955	842	1185	1767	1402	1804
snoRNA:Me18S-G1358a	0	0	0	0	0	0	0	0	0	0	0	0
snoRNA:Me18S-G1358b	0	0	0	0	0	0	0	0	0	0	0	0
CG43675	0	1	1	2	3	1	0	0	0	0	0	0
CG18473	332	394	345	487	575	382	5	15	18	2	1	7
Srr	988	614	778	706	1025	780	373	360	88	5	1	1
FER	570	480	532	280	600	372	1	3	5	36	9	22
asRNA:CR46145	0	1	0	0	0	0	0	0	0	0	0	0
Or85f	0	0	0	0	0	0	0	0	0	0	0	0
CG34117	216	200	168	248	356	268	277	257	181	249	360	352
RpL34b	6439	6544	5953	8844	12225	9541	8808	9580	6757	9481	9994	9982
CG8132	269	278	301	417	612	377	401	415	373	344	364	369
CG9356	172	187	169	188	306	184	147	122	111	96	100	186
CG8135	0	0	0	0	0	0	0	0	0	0	0	0
BBIP1	0	0	0	0	0	0	0	0	0	0	0	0
CG44261	0	2	3	1	0	0	0	1	1	0	0	1
betaTub85D	0	1	2	3	2	0	0	1	0	0	0	0
Task7	5	7	7	13	23	22	0	0	0	0	0	0
alpha-Man-IIa	297	348	330	297	572	357	359	329	318	339	478	386
ps	2559	2729	2389	1663	3980	2734	3011	3143	3145	2903	2540	3061
GstZ1	169	200	263	319	470	313	243	245	228	350	380	445
GstZ2	507	628	607	689	1213	947	9	6	6	2	13	11
CG16779	70	106	80	46	131	76	0	1	1	7	5	19
lncRNA:CR45203	2	1	0	0	0	1	0	0	0	0	0	0
phu	984	707	677	1649	2222	938	374	51	71	8901	4557	3105
RhoL	619	674	686	653	999	581	31	28	15	22	18	39
CG8149	418	450	417	410	718	516	373	411	403	383	442	514
rump	1272	1173	1225	1119	2058	1444	1161	1122	1157	978	1161	1286
Ras85D	727	709	731	695	1247	772	368	350	315	301	362	498
Rlb1	195	170	151	161	296	191	269	264	209	188	212	255
mRpL47	716	713	626	816	1214	838	1195	1312	834	883	1155	1320
CG8176	630	622	595	515	1031	709	439	381	516	455	407	401
JHDM2	82	102	96	88	190	108	81	70	85	79	62	110
mir-2283	0	1	0	0	0	0	0	0	0	1	0	0
by	779	786	773	764	1440	979	147	218	255	305	324	419
mura	309	297	309	252	593	399	70	79	149	109	100	75
lncRNA:CR42549	129	131	150	124	207	145	72	65	69	49	58	36
RnpS1	330	344	318	314	517	387	305	440	303	276	422	418
CG9386	96	115	102	99	201	117	98	93	97	80	130	165
CG8199	1327	1468	1525	1299	2248	1477	1670	1453	1584	585	525	634
AP-1mu	751	664	739	770	1373	781	303	347	236	213	275	404
MBD-like	129	128	124	147	170	140	84	77	79	95	86	105
CG9393	419	358	382	429	653	484	388	479	334	481	621	684
Vps45	109	141	121	102	188	143	31	43	41	46	42	59
CG16789	17	8	9	6	19	16	0	2	6	1	0	2
CG16790	52	68	71	116	129	102	58	87	65	52	52	55
CG9396	558	583	582	795	1179	822	1129	1253	1023	934	826	1009
CG9399	1183	1154	1115	1399	2023	1382	1834	2288	1424	1980	2217	2700
Kap-alpha3	3435	3671	3300	3194	5808	3936	4044	3948	3690	3602	4215	4859
Son	99	112	126	107	237	133	95	67	64	61	88	78
CG8301	24	38	29	32	43	46	4	3	7	0	0	2
CG33654	0	1	1	0	0	0	0	0	0	0	3	1
P58IPK	2301	2275	2314	2005	3614	1908	2976	3263	2801	2799	3107	2877
